subtype,cluster_id,prefix_key,rep_name,top3_names,n_members,n_vpn_members,closest3_names,farthest3_names,centroid_sim_min,centroid_sim_max
design_rationale,35,de:35,Integrating policy and value networks with Monte Carlo tree search to guide exploration,Integrating policy and value networks with Monte Carlo tree search to guide expl | Integrate policy and value networks with Monte Carlo Tree Search | Guiding Monte Carlo Tree Search with policy priors and value evaluations in Go,12,12,Integrating policy and value networks with Monte Carlo tree search to guide exploration | Integrate policy and value networks with Monte Carlo Tree Search | Guiding Monte Carlo Tree Search with policy priors and value evaluations in Go,EarlyTerm diagnostic environments detect termination bias | Neural-guided search using candidate constraint scoring in miniKanren | Adaptive termination of MCTS search using Virtual Expanded Termination Rule,0.5572,0.8903
design_rationale,38,de:38,AI design with explainability and traceability requirements,"AI design with explainability and traceability requirements | Developing interpretability tools, failsafe mechanisms, and adversarial robustne | Prioritize interpretability and robustness research to demystify AI behavior",19,19,"AI design with explainability and traceability requirements | Developing interpretability tools, failsafe mechanisms, and adversarial robustness protocols | Prioritize interpretability and robustness research to demystify AI behavior",Decision support system integrating evidential reasoning with geospatial analysis | Exhaustive record-keeping facilitates monitoring under contest | Stress-test alignment pipeline with deliberately misaligned models,0.5866,0.8454
design_rationale,4,de:4,Adopt Level-1 generative AI assistance for researcher productivity,Adopt Level-1 generative AI assistance for researcher productivity | Adopt hybrid human-AI collaboration to leverage complementary strengths | Embedding AI pair programmer in IDE workflows to assist code authoring,37,37,Adopt Level-1 generative AI assistance for researcher productivity | Adopt hybrid human-AI collaboration to leverage complementary strengths | Embedding AI pair programmer in IDE workflows to assist code authoring,gene therapy delivery of telomerase to somatic tissues to delay senescence | Develop Minetester on Minetest for transparency and customizability | employ STAMP causal framework to resolve linear model limitations,0.37,0.7888
design_rationale,12,de:12,Preference-uncertain AI design for corrigibility,Preference-uncertain AI design for corrigibility | Design AI systems to seek clarification of human intent before acting | Design AI to maximize uncertain human preferences,21,21,Preference-uncertain AI design for corrigibility | Design AI systems to seek clarification of human intent before acting | Design AI to maximize uncertain human preferences,Unified command structure for synchronized group action | Provide external human-machine interface signals for AV intent communication | shifting motivation to optimization goals via deliberate practice,0.5478,0.8256
design_rationale,26,de:26,Integrate fairness constraints with utility maximization objectives,Integrate fairness constraints with utility maximization objectives,1,1,[],[],,
design_rationale,34,de:34,randomized environment parameter training for policy robustness,randomized environment parameter training for policy robustness | Progressively increasing randomization difficulty automatically | Expose policies to randomized parameters during simulation training,8,8,randomized environment parameter training for policy robustness | Progressively increasing randomization difficulty automatically | Expose policies to randomized parameters during simulation training,Generate subcases with gradually increasing box count in Sokoban curriculum | Difficulty escalation via progressive rounds with stronger base models | Leveraging environment diversity to promote generalizable interpretable features,0.6242,0.8625
design_rationale,24,de:24,Representation Engineering for model reading and control,Representation Engineering for model reading and control | Feature direction probing for representation mapping | Use representation engineering to guide and steer model behavior,14,14,Representation Engineering for model reading and control | Feature direction probing for representation mapping | Use representation engineering to guide and steer model behavior,Provide any-to-any connectivity via address-event routing in neuromorphic chips | Collect data around downward position to estimate linear model for upright | Combine neural networks with specialized algorithmic modules,0.5658,0.7892
design_rationale,39,de:39,augment RL agents with model-based auxiliary loss for state prediction,augment RL agents with model-based auxiliary loss for state prediction | Intermediate auxiliary classifier losses guiding deep network training | adaptive enforcement of information constraint via variational discriminator bot,14,14,augment RL agents with model-based auxiliary loss for state prediction | Intermediate auxiliary classifier losses guiding deep network training | adaptive enforcement of information constraint via variational discriminator bottleneck,employ gradient boosting model for received volume prediction in cargo | online mirror descent with estimated gradients for bandits | learning mapping from examples to dual variables via verifier network,0.631,0.806
implementation_mechanism,25,im:25,Attainable Utility Preservation penalty integrated into RL reward,Attainable Utility Preservation penalty integrated into RL reward | Attainable Utility Preservation reward penalty implementation | Attainable Utility Preservation reward penalty implementation,42,42,Attainable Utility Preservation penalty integrated into RL reward | Attainable Utility Preservation reward penalty implementation | Attainable Utility Preservation reward penalty implementation,Barrier set size curriculum incrementally expanding penalized state set | Timeout penalties scaled by planning horizon shortfall | Reward restructuring with vulnerability change and fortress destruction bonus,0.5458,0.8817
implementation_mechanism,36,im:36,Bayesian inference over utility functions from human behavior,Bayesian inference over utility functions from human behavior | Bayesian belief update of discretized b using observed human actions | Hidden Markov model inference over discrete beta values,58,58,Bayesian inference over utility functions from human behavior | Bayesian belief update of discretized b using observed human actions | Hidden Markov model inference over discrete β values,"Linear handcrafted feature cost based on end-effector distance, height, orientation and velocity | Graph neural networks leveraging knowledge graphs via relational inductive bias | Cost function representation unifying goals and skills for intent inference",0.4968,0.7354
implementation_mechanism,5,im:5,Formal verification of logic-based AI components,Formal verification of logic-based AI components | Safety monitor synthesized from differential dynamic logic | Formal specification and model checking of AI controller software,66,66,Formal verification of logic-based AI components | Safety monitor synthesized from differential dynamic logic | Formal specification and model checking of AI controller software,Set tiered contingency reserves and black swan exclusion strategies | PEMDAS/BODMAS precedence parsing algorithm in symbolic computation | Decision Support System with knowledge base of DAO platforms and features,0.4899,0.7512
implementation_mechanism,1,im:1,reward modeling fine-tuning using human feedback,reward modeling fine-tuning using human feedback | Human feedback reward model fine-tuning pipeline | Reinforcement learning from human feedback fine-tuning,197,197,reward modeling fine-tuning using human feedback | Human feedback reward model fine-tuning pipeline | Reinforcement learning from human feedback fine-tuning,Dwell time metric used as engagement quality proxy in ranking | Meaningful social interactions metric integrated into Facebook News Feed ranking | Hierarchical summarization of books via section summaries,0.385,0.9105
implementation_mechanism,16,im:16,Projected gradient descent adversarial example generator with joint training,Projected gradient descent adversarial example generator with joint training | projected gradient descent adversarial training pipeline | projected gradient descent adversarial example generation in training loops,116,116,Projected gradient descent adversarial example generator with joint training | projected gradient descent adversarial training pipeline | projected gradient descent adversarial example generation in training loops,"Joint discriminator with F, H, J submodules employing hinge unary losses | Steganographic watermarking of text and images for provenance | Gaussian pixel-space smoothing during inference",0.4916,0.8803
implementation_mechanism,24,im:24,L2 weight decay throughout training in deep networks,L2 weight decay throughout training in deep networks | Apply weight decay regularization during training | Weight decay through L1/L2 regularization during training,71,71,L2 weight decay throughout training in deep networks | Apply weight decay regularization during training | Weight decay through L1/L2 regularization during training,"Gossamer Albatross 32 kg empty mass, high aspect ratio wing construction | Construct knowledge base with interval probability constraints | SEER scheduled encoder freezing after Tf updates",0.346,0.7959
implementation_mechanism,4,im:4,Government and private grant programs targeting AI safety research,Government and private grant programs targeting AI safety research | Targeted AI safety research grant programs | Dedicated funding programs for AI alignment research,209,209,Government and private grant programs targeting AI safety research | Targeted AI safety research grant programs | Dedicated funding programs for AI alignment research,Counting blessings gratitude journaling exercise in personal reflection | AAV-mediated hTERT gene delivery in adult mice | Zoom calls segmented into 40-minute sessions with break,0.3699,0.8131
implementation_mechanism,26,im:26,training 175B parameter autoregressive transformer on filtered Common Crawl,training 175B parameter autoregressive transformer on filtered Common Crawl | Chinchilla-style training with smaller model and larger dataset using same compu | 1.2B parameter transformer trained on large heterogeneous dataset,53,53,training 175B parameter autoregressive transformer on filtered Common Crawl | Chinchilla-style training with smaller model and larger dataset using same compute | 1.2B parameter transformer trained on large heterogeneous dataset,Anchor variable identification with known P(value|anchor) in LVM | Channel allocation proportional to operation strength | Functional ANOVA to learn hyperparameter importance,0.4377,0.7936
implementation_mechanism,3,im:3,Reinforcement learning-enhanced Monte Carlo Tree Search combining policy and value networks,"Reinforcement learning-enhanced Monte Carlo Tree Search combining policy and val | AlphaGo architecture combining deep CNNs, supervised pre-training, reinforcement | Deep RLHF with uncertainty-based reward model sampling",100,100,"Reinforcement learning–enhanced Monte Carlo Tree Search combining policy and value networks | AlphaGo architecture combining deep CNNs, supervised pre-training, reinforcement learning fine-tuning, and Monte Carlo t | Deep RLHF with uncertainty-based reward model sampling",Window algorithm with sliding buffer slope regression for learning progress | Contextual sampling tasks using state-level voter distribution data as prior cues | Temporal cropping of trajectory segments to produce augmented pairs with same preference,0.5087,0.7576
implementation_mechanism,28,im:28,Cooperative inverse reinforcement learning to infer preferences,Cooperative inverse reinforcement learning to infer preferences | Inverse reinforcement learning for human preference inference | Cooperative Inverse Reinforcement Learning for preference inference,31,31,Cooperative inverse reinforcement learning to infer preferences | Inverse reinforcement learning for human preference inference | Cooperative Inverse Reinforcement Learning for preference inference,imitation learning algorithms GAIL and AIRL library | Bayesian IRL combined with device reaction model | Interactive System Optimizer algorithm combining IRL and RL in interactive systems,0.6512,0.9307
implementation_mechanism,31,im:31,mechanistic interpretability tools for neuron-circuit analysis,mechanistic interpretability tools for neuron-circuit analysis | Mechanistic interpretability via circuit analysis and representation extraction | Mechanistic interpretability via circuit analysis of model internals,105,105,mechanistic interpretability tools for neuron-circuit analysis | Mechanistic interpretability via circuit analysis and representation extraction | Mechanistic interpretability via circuit analysis of model internals,Integrated heater and colorimetric detection device for LAMP tests | Isotropic fractionator method for turning fixed brain tissue into nuclear suspension | Synchrotron X-ray tomography of expanded brain tissue for fast connectome acquisition,0.4218,0.8682
implementation_mechanism,2,im:2,Stacked multi-head self-attention transformer encoder-decoder layers,Stacked multi-head self-attention transformer encoder-decoder layers | Transformer multi-head self-attention with positional encoding | Transformer architecture with multi-head self-attention in sequence transduction,127,127,Stacked multi-head self-attention transformer encoder-decoder layers | Transformer multi-head self-attention with positional encoding | Transformer architecture with multi-head self-attention in sequence transduction,Replace UBERON 2011-08-31 with UBERON 2012-08-14 as mediator ontology | Error-correcting code memory handling single-bit flips | character-level context-level FIM data transformation with sentinel tokens,0.2925,0.7388
implementation_mechanism,21,im:21,Classifier-based anomaly detection for OOD inputs,Classifier-based anomaly detection for OOD inputs | Deep learning anomaly detectors integrated with fail-safe triggers | ensemble out-of-distribution detectors monitoring agent behavior,30,30,Classifier-based anomaly detection for OOD inputs | Deep learning anomaly detectors integrated with fail-safe triggers | ensemble out-of-distribution detectors monitoring agent behavior,AV external HMI flashing light signals indicating stopping intention | NeuFuzz deep neural network-guided fuzzer | Protocol Processing Elements extracting semantic features from packet headers in enterprise networks,0.4626,0.7777
implementation_mechanism,30,im:30,Recursive decomposition with model assistance implementation,Recursive decomposition with model assistance implementation | Human microtask tree decomposition in factored cognition experiments | Amplification algorithm using AI to answer subquestions and learned decompositio,7,7,Recursive decomposition with model assistance implementation | Human microtask tree decomposition in factored cognition experiments | Amplification algorithm using AI to answer subquestions and learned decomposition model,Guided self-development coaching methodology using Theory-of-Mind framework | Claim tree structured debate with recursive subquestion selection | Recursive bipartition of tag clusters into subtopics,0.5685,0.8207
implementation_mechanism,0,im:0,Apply PPO-based RL fine-tuning optimizing reward model plus KL penalty,Apply PPO-based RL fine-tuning optimizing reward model plus KL penalty | PPO fine-tuning with KL penalty | PPO fine-tuning against reward model with KL penalty,160,160,Apply PPO-based RL fine-tuning optimizing reward model plus KL penalty | PPO fine-tuning with KL penalty | PPO fine-tuning against reward model with KL penalty,"Discrete-time chirp input system identification followed by continuous-time conversion | Horizon schedule incrementing simulation interaction steps | CBC solver implementation via CVXPY with energy, budget and timing matrices",0.4303,0.7896
implementation_mechanism,23,im:23,ROME causal knowledge editing in transformers,ROME causal knowledge editing in transformers | Rank-one model editing of MLP key-value pairs (ROME) | Apply ROME method to locate and edit factual knowledge in transformers,8,8,ROME causal knowledge editing in transformers | Rank-one model editing of MLP key-value pairs (ROME) | Apply ROME method to locate and edit factual knowledge in transformers,Low-rank weight updates to ablate or enhance specific singular vectors | rank-one model editing update to MLP projection matrix | ROME algorithm for targeted weight editing of factual associations,0.6524,0.9012
implementation_mechanism,19,im:19,International AI governance frameworks for deployment controls,International AI governance frameworks for deployment controls | International governance frameworks for safe deployment | Governmental AI regulation and international treaties for AI oversight,149,149,International AI governance frameworks for deployment controls | International governance frameworks for safe deployment | Governmental AI regulation and international treaties for AI oversight,"Closure of Lightcone office space and WeWork leases | Class T stock granting trustees board election rights | Large-scale deployment of wind, water, and solar based on Jacobson model",0.4177,0.828
implementation_mechanism,37,im:37,automated content classifier trained on policy-labeled data,automated content classifier trained on policy-labeled data | Consequence engine operational semantics with simulation-based outcome annotatio | ETHICS classifier filtering RL agent actions,25,25,automated content classifier trained on policy-labeled data | Consequence engine operational semantics with simulation-based outcome annotation | ETHICS classifier filtering RL agent actions,Bank loan decision simulation of credit score evolution | Teleoperation interfaces with safety drivers for AV fleet control | switching safety controller overrides planner when vehicle state enters BRT boundary,0.5675,0.7477
implementation_mechanism,7,im:7,"Red-teaming, audits, interpretability research, incident databases in AI development","Red-teaming, audits, interpretability research, incident databases in AI develop | Independent safety testing protocols and auditor assessments | external red teaming and quantitative evaluations",130,130,"Red-teaming, audits, interpretability research, incident databases in AI development | Independent safety testing protocols and auditor assessments | external red teaming and quantitative evaluations",Citation scraping via Zotero Scholar Citations plugin for bibliographic database | Use Zotero Scholar Citations plugin to scrape citation counts | Containerized sandbox for Python interpreter tool invoked by LLM,0.3988,0.824
implementation_mechanism,13,im:13,Variational RSSM action-free video prediction trained with ELBO,"Variational RSSM action-free video prediction trained with ELBO | Dynamic attention LSTM predicting alpha(t) over lbef, ldiff, laft with entropy regul | RSSM-based stacked action-conditional model with shared decoder",73,73,"Variational RSSM action-free video prediction trained with ELBO | Dynamic attention LSTM predicting α(t) over lbef, ldiff, laft with entropy regularisation | RSSM-based stacked action-conditional model with shared decoder",α-high-density set filtering via k-NN density estimation | Kronecker-factored approximation of Fisher matrix (KFAC) for large networks | Computation of steering vector from truthful vs untruthful prompt activation differences,0.4328,0.7129
implementation_mechanism,20,im:20,Security protocols preventing human manipulation (AI-box mitigation),Security protocols preventing human manipulation (AI-box mitigation) | Permission-control tools restricting unauthorized AI model use (AI PALs) | Technical interlocks requiring human authorization for nuclear launch,62,62,Security protocols preventing human manipulation (AI-box mitigation) | Permission-control tools restricting unauthorized AI model use (AI PALs) | Technical interlocks requiring human authorization for nuclear launch,Leader appointment with obedience enforcement | Bing chat 5-turn limit and 50-message daily cap | Signed firmware enforced by HRoT with anti-rollback protections,0.4806,0.7724
implementation_mechanism,8,im:8,maintain separate online and target networks alternating roles,maintain separate online and target networks alternating roles | Q-learning with ε-greedy exploration to learn optimal command sequences | Q-learning update rule with off-policy characteristics,131,131,maintain separate online and target networks alternating roles | Q-learning with ε-greedy exploration to learn optimal command sequences | Q-learning update rule with off-policy characteristics,"Fitting Lineweaver04 habitable planet formation data with survival factor e^{-t/τ} | Symmetric concealment of K inner price levels | DMV detection using mean deviation-entropic scoring (g1, g2 thresholding)",0.4067,0.7324
implementation_mechanism,39,im:39,Collection of contractor-labeled trajectories with keyboard-mouse interface,Collection of contractor-labeled trajectories with keyboard-mouse interface | Behavior cloning fine-tuning on limited human-human data | Imitation learning from human exploration trajectories,20,20,Collection of contractor-labeled trajectories with keyboard-mouse interface | Behavior cloning fine-tuning on limited human-human data | Imitation learning from human exploration trajectories,Collection of monotonic feature traces from human corrections | BC + IMPALA with experience replay and action reduction in Minecraft | Pseudo-action labeling of 70k hours of clean videos,0.6175,0.7752
implementation_mechanism,9,im:9,Synthetic prompt generation and in-context principle application for self-align fine-tuning,Synthetic prompt generation and in-context principle application for self-align  | 4600-word helpful honest harmless prompt prepended to model input | Language model-generated adversarial prompts and evaluation,110,110,Synthetic prompt generation and in-context principle application for self-align fine-tuning | 4600-word helpful honest harmless prompt prepended to model input | Language model-generated adversarial prompts and evaluation,Entityset API with metadata.json for relational data organization | Server-side configuration of Bing conversation max turns to eight | response_format=JSON parameter,0.3781,0.7702
implementation_mechanism,11,im:11,Ensemble training with varied random seeds to detect underspecification,Ensemble training with varied random seeds to detect underspecification | Stochastic dropout during training | independent model training and prediction averaging in deep ensembles,68,68,Ensemble training with varied random seeds to detect underspecification | Stochastic dropout during training | independent model training and prediction averaging in deep ensembles,Call tf.global_variables_initializer and tf.train.MonitoredSession | Log/z-score transforms including lat/lng offset and occupancy normalization | Genetic similarity distance metric for species-space,0.4668,0.6951
implementation_mechanism,6,im:6,legible motion trajectory optimization,legible motion trajectory optimization | model learns dynamics but uses explicit reward during planning | Dyna architecture combining real and simulated experience updates,46,46,legible motion trajectory optimization | model learns dynamics but uses explicit reward during planning | Dyna architecture combining real and simulated experience updates,Quantum key distribution for information-theoretic secure communication | Attribute subset generation via PUTNumber scale | Tail recursive factorial pattern as template for algorithms,0.4323,0.6762
implementation_mechanism,33,im:33,AugMix composition of simple transformations for data augmentation,AugMix composition of simple transformations for data augmentation | Random geometric and photometric image transformations | AugMix data preprocessing pipeline,37,37,AugMix composition of simple transformations for data augmentation | Random geometric and photometric image transformations | AugMix data preprocessing pipeline,Natural video embedded into MuJoCo floor | Pixel-revealing MNIST debate protocol with limited-view judge | Natural video embedded as background in Atari frames,0.5442,0.8341
implementation_mechanism,18,im:18,Fine-tuning pre-trained image classifiers on small target datasets,Fine-tuning pre-trained image classifiers on small target datasets | adversarially pre-train Downsampled ImageNet Wide ResNet with 10-step PGD then a | pre-train Wide ResNet on Downsampled ImageNet then fine-tune for 10-20 epochs on,27,27,Fine-tuning pre-trained image classifiers on small target datasets | adversarially pre-train Downsampled ImageNet Wide ResNet with 10-step PGD then adversarially fine-tune 5 epochs on CIFAR | pre-train Wide ResNet on Downsampled ImageNet then fine-tune for 10-20 epochs on CIFAR/TinyImageNet with low learning ra,k-fold cross-validation split of training data | Edge-probing classifier techniques on BERT hidden layers | Skip-gram with negative sampling training for word embeddings,0.5209,0.7903
implementation_mechanism,34,im:34,Export controls on advanced AI compute hardware,Export controls on advanced AI compute hardware | Export controls on advanced AI chips | Hardware export controls restricting advanced AI chips,49,49,Export controls on advanced AI compute hardware | Export controls on advanced AI chips | Hardware export controls restricting advanced AI chips,South Korean MALE UAV development similar to MQ-9 Reaper | Install 222 nm Far-UVC fixtures at regulated exposure levels in buildings | HiPerGator AI supercomputer access for RSE training and projects,0.4131,0.9242
implementation_mechanism,35,im:35,Randomized survey instruments targeting AI governance challenge perceptions,Randomized survey instruments targeting AI governance challenge perceptions | 50-item Likert survey among 51 AGI safety experts | Expert risk surveys to guide alignment strategies,15,15,Randomized survey instruments targeting AI governance challenge perceptions | 50-item Likert survey among 51 AGI safety experts | Expert risk surveys to guide alignment strategies,Trojan Detection Challenge prize structure | Grant-funded benchmark competition with $500k prize pool | Multi-framing expert survey design,0.4968,0.814
implementation_mechanism,27,im:27,Forecasting exercises with betting and accuracy scoring,Forecasting exercises with betting and accuracy scoring | Organization-wide prediction markets aggregating probabilities on technology tim | Prediction markets for AI risk and progress,51,51,Forecasting exercises with betting and accuracy scoring | Organization-wide prediction markets aggregating probabilities on technology timelines | Prediction markets for AI risk and progress,Free domestic shipping of HPMOR copies to prize-winning students | issuance of low intrinsic value fiat token currency | Manifund platform enabling impact certificate trading for contest essays,0.3166,0.8303
implementation_mechanism,10,im:10,Specification gaming evaluation benchmarks for reinforcement learning agents,Specification gaming evaluation benchmarks for reinforcement learning agents | Adversarial OOD evaluation benchmark suite | AI Safety Gridworlds benchmark,93,93,Specification gaming evaluation benchmarks for reinforcement learning agents | Adversarial OOD evaluation benchmark suite | AI Safety Gridworlds benchmark,Twin study design controlling for genetic confounds | AI vocalization and vision monitoring for pig distress | generative grammar for compositional grid tasks,0.4233,0.7567
implementation_mechanism,22,im:22,AI and Compute and AI and Efficiency longitudinal datasets with exponential trend modelling,AI and Compute and AI and Efficiency longitudinal datasets with exponential tren | Dataset collection of state-of-the-art model training compute over time | Collection and analysis of training compute dataset across eras,20,20,AI and Compute and AI and Efficiency longitudinal datasets with exponential trend modelling | Dataset collection of state-of-the-art model training compute over time | Collection and analysis of training compute dataset across eras,Salted entropy-checked password hashing | Ethereum 2.0 beacon chain sharded PoS design | Hash-rate-derived participant measure in Proof-of-Work blockchain,0.4161,0.7475
implementation_mechanism,14,im:14,Planning capabilities implemented as stateless microservices communicating via RabbitMQ topics,"Planning capabilities implemented as stateless microservices communicating via R | Acme framework with modular actor, learner, and utility components | Hub-and-spoke pattern with message-oriented middleware for planning capability c",18,18,"Planning capabilities implemented as stateless microservices communicating via RabbitMQ topics | Acme framework with modular actor, learner, and utility components | Hub-and-spoke pattern with message-oriented middleware for planning capability communication",Edge observers with Zeek capture and send data via Kafka in enterprise networks | TLS and IPSec integration into ROS messaging layer | 165 macro actions encoding TechTree and execution rules in StarCraft II,0.5038,0.7421
implementation_mechanism,17,im:17,Confidence-threshold reject option classifier,Confidence-threshold reject option classifier | Confidence-thresholded pseudo-label generation using preference predictor | Output rejection sampling using harm classifiers,33,33,Confidence-threshold reject option classifier | Confidence-thresholded pseudo-label generation using preference predictor | Output rejection sampling using harm classifiers,Farmer differential equation governing antibody concentrations | Reduced operation and cell search spaces in ACA-DARTS | SAT encoding of anti-alignment search using Hamming distance,0.4439,0.722
implementation_mechanism,29,im:29,"Crowdsourced bias-controlled image collection platform with random rotation, viewpoint, background s","Crowdsourced bias-controlled image collection platform with random rotation, vie | Dataset collection and verification pipeline for Met dataset | ObjectNet dataset of 50k bias-controlled test images",24,24,"Crowdsourced bias-controlled image collection platform with random rotation, viewpoint, background sampling | Dataset collection and verification pipeline for Met dataset | ObjectNet dataset of 50k bias-controlled test images",Beam search width 50 with SymPy checking each hypothesis | Crowdsourced browser-based Atari gameplay logging to database | Atari Learning Environment with unified observation and action spaces,0.4796,0.737
implementation_mechanism,12,im:12,Sim2real training with domain randomisation,"Sim2real training with domain randomisation | Automatic Domain Randomization algorithm for robot hand training | Randomize friction, mass, visuals, sensor noise across episodes",26,26,"Sim2real training with domain randomisation | Automatic Domain Randomization algorithm for robot hand training | Randomize friction, mass, visuals, sensor noise across episodes",Doubling time allocation schedule for interruptible anytime composition | Melting Pot evaluation protocol with focal versus background populations and per-capita return metric | IMPALA agent with per-task PopArt normalization,0.4884,0.8011
implementation_mechanism,15,im:15,Trojan trigger localization benchmark using L1 distance to ground truth masks,Trojan trigger localization benchmark using L1 distance to ground truth masks | Attention-map-based image masking for evaluation | Trojan trigger L1 distance evaluation protocol for saliency methods,12,12,Trojan trigger localization benchmark using L1 distance to ground truth masks | Attention-map-based image masking for evaluation | Trojan trigger L1 distance evaluation protocol for saliency methods,Netlist clustering to ≤5000 clusters for reward evaluation under 10 seconds | UNSAIL equivalent sub-graph injection after synthesis | SPECTER+UMAP+k-means clustering of title-abstract embeddings,0.61,0.7411
implementation_mechanism,38,im:38,"Comprehensive cost-effectiveness model incorporating fixed/variable costs, scientist-equivalence, ab","Comprehensive cost-effectiveness model incorporating fixed/variable costs, scien | Open-source Squiggle codebase for QARY cost-effectiveness modeling | Multivariate endogenous growth simulations with resource variables",5,5,"Comprehensive cost-effectiveness model incorporating fixed/variable costs, scientist-equivalence, ability distribution,  | Open-source Squiggle codebase for QARY cost-effectiveness modeling | Multivariate endogenous growth simulations with resource variables",Use diminishing-returns logarithmic model to prioritize workforce expansion | Cost-effectiveness evaluation using AMF cost per life saved | Multivariate endogenous growth simulations with resource variables,0.7076,0.8409
implementation_mechanism,32,im:32,CPU+GPU+domain-specific accelerator heterogeneous systems,CPU+GPU+domain-specific accelerator heterogeneous systems | Protobuf serialized examples with GPU-resident Dataset pipeline | GPU/ASIC/analog deep learning accelerators achieving sub-nJ per flop,30,30,CPU+GPU+domain-specific accelerator heterogeneous systems | Protobuf serialized examples with GPU-resident Dataset pipeline | GPU/ASIC/analog deep learning accelerators achieving sub-nJ per flop,Use with tf.control_dependencies([...]): pattern | Statically defined file header and per-tensor metadata in safetensors | safetensors library for code-free tensor serialization across frameworks,0.4903,0.7287
validation_evidence,20,va:20,Toy gridworld experiments show reduced irreversible side effects with penalty,Toy gridworld experiments show reduced irreversible side effects with penalty | AI Safety Gridworld experiments showing side-effect reduction with AUP using ran | grid-world experiments show reduced side-effects with reachability penalty,85,85,Toy gridworld experiments show reduced irreversible side effects with penalty | AI Safety Gridworld experiments showing side-effect reduction with AUP using random rewards | grid-world experiments show reduced side-effects with reachability penalty,"Policy network executable on Arduino with acceptable resource overhead | thought experiments demonstrating implausibility of discounting (e.g., Our Surprising History, Last Colony) | Dynamic wall test: Dyna-Q adapts rapidly after environment change",0.4882,0.84
validation_evidence,5,va:5,Medical test base-rate example showing posterior probability drop,Medical test base-rate example showing posterior probability drop | Online experiment (n=1226) showing majority Bayesian-optimal choices across 13/1 | Widget worked example demonstrates 25% posterior computed mentally,23,23,Medical test base-rate example showing posterior probability drop | Online experiment (n=1226) showing majority Bayesian-optimal choices across 13/14 conditions | Widget worked example demonstrates 25% posterior computed mentally,Successful 35.7 km Channel flight at 2.0–4.6 m kJ⁻¹ efficiency | IBM Yorktown building deployment processed 8GB/day network data showing effective device discovery via passive analysis | 70x cost saving and high accuracy transcription observed with Whisper,0.4856,0.7395
validation_evidence,37,va:37,specification gaming examples in current ML systems,specification gaming examples in current ML systems | Documented RL reward hacking incidents in simulated agents | Real-world reward hacking examples in games and AI systems,19,19,specification gaming examples in current ML systems | Documented RL reward hacking incidents in simulated agents | Real-world reward hacking examples in games and AI systems,Language models generate syntactically correct code but cannot adopt new syntax unseen in training | Syntax error on assignment misuse and successful functional mapping example in WebPPL | Current models show surprising power-seeking behaviors under scaffolding,0.5203,0.8671
validation_evidence,39,va:39,Improved summarization performance with human feedback training,Improved summarization performance with human feedback training | RLHF summarization improves human preference alignment | RLHF summarization benchmark improvement showing feasibility of human feedback a,60,60,Improved summarization performance with human feedback training | RLHF summarization improves human preference alignment | RLHF summarization benchmark improvement showing feasibility of human feedback alignment techniques,Claude produced 425-word summary capturing key points from Ngo–Yudkowsky dialog | Stable novel plasma configurations in tokamak experiments | KL ablation yields unnatural language outputs,0.5299,0.8883
validation_evidence,0,va:0,experiments showing vulnerability and robustness improvements,experiments showing vulnerability and robustness improvements | robustness benchmarks showing reduced error under perturbations | robustness research survey showing reduced error under adversarial input,95,95,experiments showing vulnerability and robustness improvements | robustness benchmarks showing reduced error under perturbations | robustness research survey showing reduced error under adversarial input,Reduced mean-square error on Aircraft-Tracking using LPF | ASIA network case study demonstrating two key arguments output | AIS detects 99% of IoT malware samples with 60 signatures,0.5081,0.8617
validation_evidence,12,va:12,Community adoption of reproducibility checklists improved ML research reliability,Community adoption of reproducibility checklists improved ML research reliabilit | Industry case studies show metric-adjusted recommenders reduce harmful engagemen | Positive adoption of interpretability research outputs within ML community,58,58,Community adoption of reproducibility checklists improved ML research reliability | Industry case studies show metric-adjusted recommenders reduce harmful engagement | Positive adoption of interpretability research outputs within ML community,Twin study finding no causal link between exercise and mental health | Studies report TikTok usage associated with mental health issues in teens | Industry adoption of Caliptra HRoT across major vendors,0.4144,0.7432
validation_evidence,34,va:34,empirical studies show early stopping reduces overfitting,empirical studies show early stopping reduces overfitting | experimental results on early-exiting reducing average inference cost without ac | Reduced train-test error gap with regularized linear regression on example datas,49,49,empirical studies show early stopping reduces overfitting | experimental results on early-exiting reducing average inference cost without accuracy loss | Reduced train-test error gap with regularized linear regression on example datasets,Quantile boxes achieve containment probabilities matching theory | Linear decrease in last layer positive LCA with reduced momentum delay | Casting model weights to fp16 or int8 incurs negligible performance loss,0.5428,0.7585
validation_evidence,10,va:10,Demonstrated skill gains among fellowship participants,Demonstrated skill gains among fellowship participants | High engagement metrics from first Sydney AI Fellowship | Positive research progress among fellows,116,116,Demonstrated skill gains among fellowship participants | High engagement metrics from first Sydney AI Fellowship | Positive research progress among fellows,DARPA Cyber Grand Challenge resulted in Mayhem system procured by DoD | Initial content contributions reused from Q&A threads | Morphine access programs reduce pain and improve quality of life,0.4757,0.8009
