risk_cid,bfamily_id,n_paths_r2c,interv_cid,n_paths_c2i,n_triplet_paths,risk_name,chain_name,interv_name
15,6,9,6,662,9,Opaque AI decision-making undermines oversight and safety,Adversarial robustness through PGD training,PGD Adversarial Training for Robust Fine-Tuning
7,312,9,17,29,9,Human extinction from misaligned superintelligent AI,,Runtime control and coordination modules
19,0,9,8,6678,9,Misaligned AI takeover and human disempowerment,Funding and training to build AI safety capacity,Expand AI Safety Research Funding and Capacity
18,174,9,1,69,9,Catastrophic Superintelligent AI Misalignment,,Continuous anomaly monitoring and safety tripwires
11,0,9,8,6678,9,Misforecasted AI Timelines Undermining Safety Preparedness,Funding and training to build AI safety capacity,Expand AI Safety Research Funding and Capacity
9,219,9,35,9,9,Deployed AI Misalignment Causes Societal Harm,,Human-preference reward model fine-tuning
9,219,9,32,11,9,Deployed AI Misalignment Causes Societal Harm,,Attainable Utility Preservation reward penalty
9,219,9,26,11,9,Deployed AI Misalignment Causes Societal Harm,,Reward-guided RL fine-tuning with safety constraints
35,419,9,6,17,9,Advanced AI value misalignment risk,,PGD Adversarial Training for Robust Fine-Tuning
35,697,9,1,11,9,Advanced AI value misalignment risk,,Continuous anomaly monitoring and safety tripwires
35,699,9,1,11,9,Advanced AI value misalignment risk,,Continuous anomaly monitoring and safety tripwires
35,817,9,8,9,9,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
10,457,9,2,17,9,Existential catastrophe from misaligned AI,,MCTS-Guided RL Planning and Training
35,403,9,8,21,9,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
6,532,9,1,15,9,Reward Misspecification and Reward Hacking,,Continuous anomaly monitoring and safety tripwires
20,629,9,6,11,9,Deceptive alignment and hidden objectives,,PGD Adversarial Training for Robust Fine-Tuning
19,313,9,8,29,9,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
20,527,9,8,15,9,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
35,210,9,8,50,9,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
35,215,9,6,45,9,Advanced AI value misalignment risk,,PGD Adversarial Training for Robust Fine-Tuning
7,775,9,35,10,9,Human extinction from misaligned superintelligent AI,,Human-preference reward model fine-tuning
16,447,9,19,12,9,Insufficient AI safety research capacity,,Demonstration-Based Policy Pretraining
26,48,9,35,229,9,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
20,3,9,19,600,9,Deceptive alignment and hidden objectives,Robust reward learning and specification gaming,Demonstration-Based Policy Pretraining
11,0,9,11,264,9,Misforecasted AI Timelines Undermining Safety Preparedness,Funding and training to build AI safety capacity,Public AI risk outreach and educational dissemination
26,98,9,35,146,9,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
6,536,9,36,15,9,Reward Misspecification and Reward Hacking,,Robustness-Oriented Training Data Augmentation
7,58,9,10,211,9,Human extinction from misaligned superintelligent AI,,Governed AI oversight and compliance regimes
15,823,9,8,9,9,Opaque AI decision-making undermines oversight and safety,,Expand AI Safety Research Funding and Capacity
15,834,9,8,9,9,Opaque AI decision-making undermines oversight and safety,,Expand AI Safety Research Funding and Capacity
10,722,9,39,10,9,Existential catastrophe from misaligned AI,,Export controls on advanced AI hardware
38,34,9,15,270,9,Catastrophic AGI Misalignment Risk,Mechanistic interpretability for hidden model cognition,Pre-deployment mechanistic interpretability audits
21,115,9,8,123,9,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
38,67,9,4,184,9,Catastrophic AGI Misalignment Risk,,Pre-deployment safety gates and controlled release
6,175,9,8,68,9,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
18,107,9,6,128,9,Catastrophic Superintelligent AI Misalignment,,PGD Adversarial Training for Robust Fine-Tuning
9,431,9,8,19,9,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
9,384,9,24,22,9,Deployed AI Misalignment Causes Societal Harm,,RLHF fine-tuning for aligned language models
9,576,9,10,14,9,Deployed AI Misalignment Causes Societal Harm,,Governed AI oversight and compliance regimes
9,8,9,8,316,9,Deployed AI Misalignment Causes Societal Harm,Grant-funded AI safety talent pipeline,Expand AI Safety Research Funding and Capacity
9,8,9,11,362,9,Deployed AI Misalignment Causes Societal Harm,Grant-funded AI safety talent pipeline,Public AI risk outreach and educational dissemination
9,13,9,8,403,9,Deployed AI Misalignment Causes Societal Harm,Grant-driven expansion of AI safety research,Expand AI Safety Research Funding and Capacity
9,447,9,19,12,9,Deployed AI Misalignment Causes Societal Harm,,Demonstration-Based Policy Pretraining
6,440,9,35,18,9,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
10,152,9,8,83,9,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
7,152,9,8,83,9,Human extinction from misaligned superintelligent AI,,Expand AI Safety Research Funding and Capacity
7,56,9,31,213,9,Human extinction from misaligned superintelligent AI,,Human-AI collaboration tools for skill building
20,3,9,5,300,9,Deceptive alignment and hidden objectives,Robust reward learning and specification gaming,Pre-deployment adversarial red-teaming and robustness testing
9,219,9,19,13,9,Deployed AI Misalignment Causes Societal Harm,,Demonstration-Based Policy Pretraining
2,199,38,11,9,9,AI arms race causing unsafe deployment,,Public AI risk outreach and educational dissemination
6,219,21,35,9,9,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
35,450,18,8,9,9,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
35,450,18,11,9,9,Advanced AI value misalignment risk,,Public AI risk outreach and educational dissemination
30,140,13,11,9,9,Existential catastrophe and human extinction risks,,Public AI risk outreach and educational dissemination
17,766,10,8,9,9,Adversarial Image Classification Misclassification,,Expand AI Safety Research Funding and Capacity
35,140,42,11,9,9,Advanced AI value misalignment risk,,Public AI risk outreach and educational dissemination
1,671,12,8,9,9,Malicious misuse of frontier AI for large-scale harm,,Expand AI Safety Research Funding and Capacity
10,140,21,11,9,9,Existential catastrophe from misaligned AI,,Public AI risk outreach and educational dissemination
28,140,17,11,9,9,Algorithmic discrimination in high-stakes decisions,,Public AI risk outreach and educational dissemination
35,90,8,24,153,8,Advanced AI value misalignment risk,,RLHF fine-tuning for aligned language models
21,167,8,32,8,8,Catastrophic AI misalignment and loss of control,,Attainable Utility Preservation reward penalty
7,694,8,35,11,8,Human extinction from misaligned superintelligent AI,,Human-preference reward model fine-tuning
12,347,8,15,25,8,Catastrophic risks from misaligned advanced AI,,Pre-deployment mechanistic interpretability audits
12,348,8,21,25,8,Catastrophic risks from misaligned advanced AI,,Formal Verification for Pre-Deployment AI Safety
35,18,8,24,189,8,Advanced AI value misalignment risk,Human feedback reward-model alignment learning,RLHF fine-tuning for aligned language models
20,6,8,22,10,8,Deceptive alignment and hidden objectives,Adversarial robustness through PGD training,Deployment-time confidence filtering and rejection sampling
21,167,8,35,34,8,Catastrophic AI misalignment and loss of control,,Human-preference reward model fine-tuning
21,167,8,19,23,8,Catastrophic AI misalignment and loss of control,,Demonstration-Based Policy Pretraining
35,18,8,35,190,8,Advanced AI value misalignment risk,Human feedback reward-model alignment learning,Human-preference reward model fine-tuning
38,74,8,29,175,8,Catastrophic AGI Misalignment Risk,,"Neuroscience validation platforms for cognition, emulation, and alignment research"
6,588,8,15,13,8,Reward Misspecification and Reward Hacking,,Pre-deployment mechanistic interpretability audits
6,26,8,8,323,8,Reward Misspecification and Reward Hacking,Funding-driven expansion of AI safety capacity,Expand AI Safety Research Funding and Capacity
16,17,8,4,11,8,Insufficient AI safety research capacity,Global governance enables coordinated AI safety controls,Pre-deployment safety gates and controlled release
6,589,8,5,13,8,Reward Misspecification and Reward Hacking,,Pre-deployment adversarial red-teaming and robustness testing
21,167,8,26,8,8,Catastrophic AI misalignment and loss of control,,Reward-guided RL fine-tuning with safety constraints
26,173,8,4,68,8,Misaligned AGI existential catastrophe,,Pre-deployment safety gates and controlled release
16,17,8,10,371,8,Insufficient AI safety research capacity,Global governance enables coordinated AI safety controls,Governed AI oversight and compliance regimes
9,903,8,35,8,8,Deployed AI Misalignment Causes Societal Harm,,Human-preference reward model fine-tuning
20,743,8,11,10,8,Deceptive alignment and hidden objectives,,Public AI risk outreach and educational dissemination
21,721,8,26,10,8,Catastrophic AI misalignment and loss of control,,Reward-guided RL fine-tuning with safety constraints
35,751,8,25,10,8,Advanced AI value misalignment risk,,Explainable decision support with uncertainty and counterfactuals
12,110,8,24,126,8,Catastrophic risks from misaligned advanced AI,,RLHF fine-tuning for aligned language models
9,423,8,8,16,8,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
16,115,8,8,123,8,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
20,29,8,8,320,8,Deceptive alignment and hidden objectives,Elite-triggered global AI governance coordination,Expand AI Safety Research Funding and Capacity
35,211,8,35,48,8,Advanced AI value misalignment risk,,Human-preference reward model fine-tuning
35,905,8,8,8,8,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
20,6,8,6,662,8,Deceptive alignment and hidden objectives,Adversarial robustness through PGD training,PGD Adversarial Training for Robust Fine-Tuning
35,234,8,5,39,8,Advanced AI value misalignment risk,,Pre-deployment adversarial red-teaming and robustness testing
17,874,8,0,8,8,Adversarial Image Classification Misclassification,,Training-time regularization for robust generalization
2,635,8,26,12,8,AI arms race causing unsafe deployment,,Reward-guided RL fine-tuning with safety constraints
34,401,8,8,21,8,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
0,876,8,8,8,8,Out-of-distribution generalization failure,,Expand AI Safety Research Funding and Capacity
17,908,8,6,8,8,Adversarial Image Classification Misclassification,,PGD Adversarial Training for Robust Fine-Tuning
6,909,8,8,8,8,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
21,531,8,8,14,8,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
35,380,8,27,22,8,Advanced AI value misalignment risk,,KL-Regularized RLHF Fine-Tuning
21,5,8,24,855,8,Catastrophic AI misalignment and loss of control,Human feedback loops for objective alignment,RLHF fine-tuning for aligned language models
9,525,8,8,16,8,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
22,921,8,24,8,8,Deceptive and Harmful Language Model Outputs,,RLHF fine-tuning for aligned language models
26,6,8,6,662,8,Misaligned AGI existential catastrophe,Adversarial robustness through PGD training,PGD Adversarial Training for Robust Fine-Tuning
26,6,8,5,74,8,Misaligned AGI existential catastrophe,Adversarial robustness through PGD training,Pre-deployment adversarial red-teaming and robustness testing
26,6,8,22,10,8,Misaligned AGI existential catastrophe,Adversarial robustness through PGD training,Deployment-time confidence filtering and rejection sampling
2,634,8,35,12,8,AI arms race causing unsafe deployment,,Human-preference reward model fine-tuning
16,801,8,35,9,8,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
16,445,8,24,9,8,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
16,445,8,35,9,8,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
35,757,8,8,10,8,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
35,816,8,24,9,8,Advanced AI value misalignment risk,,RLHF fine-tuning for aligned language models
18,32,8,26,281,8,Catastrophic Superintelligent AI Misalignment,Adversarial robustness training and optimization,Reward-guided RL fine-tuning with safety constraints
16,542,8,8,15,8,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
10,715,8,35,10,8,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
18,11,8,27,222,8,Catastrophic Superintelligent AI Misalignment,Behavior shaping via reflective alignment prompting,KL-Regularized RLHF Fine-Tuning
18,11,8,33,222,8,Catastrophic Superintelligent AI Misalignment,Behavior shaping via reflective alignment prompting,Deployment-time prompt engineering for aligned behavior
6,937,8,8,8,8,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
16,514,8,8,16,8,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
20,742,8,4,10,8,Deceptive alignment and hidden objectives,,Pre-deployment safety gates and controlled release
20,649,8,8,12,8,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,6,8,5,74,8,Deceptive alignment and hidden objectives,Adversarial robustness through PGD training,Pre-deployment adversarial red-teaming and robustness testing
1,123,8,11,56,8,Malicious misuse of frontier AI for large-scale harm,,Public AI risk outreach and educational dissemination
1,123,8,8,56,8,Malicious misuse of frontier AI for large-scale harm,,Expand AI Safety Research Funding and Capacity
6,591,8,25,13,8,Reward Misspecification and Reward Hacking,,Explainable decision support with uncertainty and counterfactuals
6,285,8,35,16,8,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
6,284,8,35,32,8,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
16,431,8,8,19,8,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
6,286,8,8,16,8,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
6,286,8,11,16,8,Reward Misspecification and Reward Hacking,,Public AI risk outreach and educational dissemination
1,79,8,1,166,8,Malicious misuse of frontier AI for large-scale harm,,Continuous anomaly monitoring and safety tripwires
6,620,8,32,12,8,Reward Misspecification and Reward Hacking,,Attainable Utility Preservation reward penalty
6,590,8,35,13,8,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
1,471,8,35,17,8,Malicious misuse of frontier AI for large-scale harm,,Human-preference reward model fine-tuning
19,827,8,4,9,8,Misaligned AI takeover and human disempowerment,,Pre-deployment safety gates and controlled release
9,283,8,8,16,8,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
9,283,8,15,16,8,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment mechanistic interpretability audits
15,194,8,8,57,8,Opaque AI decision-making undermines oversight and safety,,Expand AI Safety Research Funding and Capacity
19,67,8,4,184,8,Misaligned AI takeover and human disempowerment,,Pre-deployment safety gates and controlled release
6,592,8,4,13,8,Reward Misspecification and Reward Hacking,,Pre-deployment safety gates and controlled release
27,904,8,4,8,8,Uncontrolled Recursive Self-Improvement Explosion,,Pre-deployment safety gates and controlled release
9,87,8,27,157,8,Deployed AI Misalignment Causes Societal Harm,,KL-Regularized RLHF Fine-Tuning
16,329,8,8,13,8,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
16,329,8,11,14,8,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
7,88,8,24,157,8,Human extinction from misaligned superintelligent AI,,RLHF fine-tuning for aligned language models
7,21,8,5,175,8,Human extinction from misaligned superintelligent AI,Preventing reward hacking through robust evaluation,Pre-deployment adversarial red-teaming and robustness testing
7,21,8,35,175,8,Human extinction from misaligned superintelligent AI,Preventing reward hacking through robust evaluation,Human-preference reward model fine-tuning
1,29,8,8,320,8,Malicious misuse of frontier AI for large-scale harm,Elite-triggered global AI governance coordination,Expand AI Safety Research Funding and Capacity
17,283,8,8,16,8,Adversarial Image Classification Misclassification,,Expand AI Safety Research Funding and Capacity
17,283,8,15,16,8,Adversarial Image Classification Misclassification,,Pre-deployment mechanistic interpretability audits
6,793,8,32,9,8,Reward Misspecification and Reward Hacking,,Attainable Utility Preservation reward penalty
7,30,8,11,149,8,Human extinction from misaligned superintelligent AI,Expanding alignment research capacity and skill,Public AI risk outreach and educational dissemination
7,30,8,8,149,8,Human extinction from misaligned superintelligent AI,Expanding alignment research capacity and skill,Expand AI Safety Research Funding and Capacity
10,139,8,4,93,8,Existential catastrophe from misaligned AI,,Pre-deployment safety gates and controlled release
6,108,8,8,128,8,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
6,285,8,5,16,8,Reward Misspecification and Reward Hacking,,Pre-deployment adversarial red-teaming and robustness testing
6,283,8,15,16,8,Reward Misspecification and Reward Hacking,,Pre-deployment mechanistic interpretability audits
6,283,8,8,16,8,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
10,263,8,10,34,8,Existential catastrophe from misaligned AI,,Governed AI oversight and compliance regimes
19,796,8,23,9,8,Misaligned AI takeover and human disempowerment,,Human-aware predictive robot control and safety planning
2,778,8,8,10,8,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
18,35,8,24,271,8,Catastrophic Superintelligent AI Misalignment,Human-feedback reward modeling for alignment,RLHF fine-tuning for aligned language models
35,87,8,27,157,8,Advanced AI value misalignment risk,,KL-Regularized RLHF Fine-Tuning
9,329,8,8,13,8,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
9,329,8,11,14,8,Deployed AI Misalignment Causes Societal Harm,,Public AI risk outreach and educational dissemination
22,171,8,8,59,8,Deceptive and Harmful Language Model Outputs,,Expand AI Safety Research Funding and Capacity
9,399,8,10,16,8,Deployed AI Misalignment Causes Societal Harm,,Governed AI oversight and compliance regimes
22,171,8,11,11,8,Deceptive and Harmful Language Model Outputs,,Public AI risk outreach and educational dissemination
6,754,8,29,10,8,Reward Misspecification and Reward Hacking,,"Neuroscience validation platforms for cognition, emulation, and alignment research"
18,84,8,32,160,8,Catastrophic Superintelligent AI Misalignment,,Attainable Utility Preservation reward penalty
6,15,8,39,394,8,Reward Misspecification and Reward Hacking,Compute chokepoints enabling scalable governance,Export controls on advanced AI hardware
10,510,8,17,16,8,Existential catastrophe from misaligned AI,,Runtime control and coordination modules
6,274,8,8,33,8,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
17,284,8,35,32,8,Adversarial Image Classification Misclassification,,Human-preference reward model fine-tuning
17,286,8,8,16,8,Adversarial Image Classification Misclassification,,Expand AI Safety Research Funding and Capacity
17,286,8,11,16,8,Adversarial Image Classification Misclassification,,Public AI risk outreach and educational dissemination
17,285,8,5,16,8,Adversarial Image Classification Misclassification,,Pre-deployment adversarial red-teaming and robustness testing
17,285,8,35,16,8,Adversarial Image Classification Misclassification,,Human-preference reward model fine-tuning
21,98,8,35,146,8,Catastrophic AI misalignment and loss of control,,Human-preference reward model fine-tuning
38,5,8,24,855,8,Catastrophic AGI Misalignment Risk,Human feedback loops for objective alignment,RLHF fine-tuning for aligned language models
38,30,8,8,149,8,Catastrophic AGI Misalignment Risk,Expanding alignment research capacity and skill,Expand AI Safety Research Funding and Capacity
38,30,8,11,149,8,Catastrophic AGI Misalignment Risk,Expanding alignment research capacity and skill,Public AI risk outreach and educational dissemination
25,174,8,1,69,8,Misaligned Superintelligent AI Existential Risk,,Continuous anomaly monitoring and safety tripwires
38,62,8,39,197,8,Catastrophic AGI Misalignment Risk,,Export controls on advanced AI hardware
38,73,8,29,175,8,Catastrophic AGI Misalignment Risk,,"Neuroscience validation platforms for cognition, emulation, and alignment research"
6,297,8,0,30,8,Reward Misspecification and Reward Hacking,,Training-time regularization for robust generalization
6,46,8,5,67,8,Reward Misspecification and Reward Hacking,,Pre-deployment adversarial red-teaming and robustness testing
6,46,8,6,163,8,Reward Misspecification and Reward Hacking,,PGD Adversarial Training for Robust Fine-Tuning
2,562,8,8,14,8,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
6,488,12,8,8,8,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
9,439,8,5,18,8,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment adversarial red-teaming and robustness testing
6,464,10,24,8,8,Reward Misspecification and Reward Hacking,,RLHF fine-tuning for aligned language models
1,667,9,19,8,8,Malicious misuse of frontier AI for large-scale harm,,Demonstration-Based Policy Pretraining
6,488,12,15,8,8,Reward Misspecification and Reward Hacking,,Pre-deployment mechanistic interpretability audits
37,780,10,6,8,8,AI-driven labor displacement and socioeconomic instability,,PGD Adversarial Training for Robust Fine-Tuning
22,758,10,8,8,8,Deceptive and Harmful Language Model Outputs,,Expand AI Safety Research Funding and Capacity
6,490,12,13,8,8,Reward Misspecification and Reward Hacking,,Multi-objective recommender ranking with safety penalties
6,484,10,33,8,8,Reward Misspecification and Reward Hacking,,Deployment-time prompt engineering for aligned behavior
6,484,10,27,8,8,Reward Misspecification and Reward Hacking,,KL-Regularized RLHF Fine-Tuning
6,490,12,35,8,8,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
6,552,10,11,8,8,Reward Misspecification and Reward Hacking,,Public AI risk outreach and educational dissemination
6,464,10,35,8,8,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
9,286,8,11,16,8,Deployed AI Misalignment Causes Societal Harm,,Public AI risk outreach and educational dissemination
20,383,16,8,8,8,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
9,760,10,8,8,8,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
16,128,65,11,8,8,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
9,167,23,26,8,8,Deployed AI Misalignment Causes Societal Harm,,Reward-guided RL fine-tuning with safety constraints
9,167,23,32,8,8,Deployed AI Misalignment Causes Societal Harm,,Attainable Utility Preservation reward penalty
9,128,24,11,8,8,Deployed AI Misalignment Causes Societal Harm,,Public AI risk outreach and educational dissemination
10,206,39,22,8,8,Existential catastrophe from misaligned AI,,Deployment-time confidence filtering and rejection sampling
4,351,25,20,8,8,Unsafe and Sample-Inefficient RL Exploration,,Uniform Experience Replay for RL Training
4,167,28,26,8,8,Unsafe and Sample-Inefficient RL Exploration,,Reward-guided RL fine-tuning with safety constraints
9,297,8,0,30,8,Deployed AI Misalignment Causes Societal Harm,,Training-time regularization for robust generalization
4,167,28,32,8,8,Unsafe and Sample-Inefficient RL Exploration,,Attainable Utility Preservation reward penalty
9,286,8,8,16,8,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
9,274,8,8,33,8,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
20,435,8,4,18,8,Deceptive alignment and hidden objectives,,Pre-deployment safety gates and controlled release
7,125,8,35,110,8,Human extinction from misaligned superintelligent AI,,Human-preference reward model fine-tuning
7,11,8,27,222,8,Human extinction from misaligned superintelligent AI,Behavior shaping via reflective alignment prompting,KL-Regularized RLHF Fine-Tuning
7,11,8,33,222,8,Human extinction from misaligned superintelligent AI,Behavior shaping via reflective alignment prompting,Deployment-time prompt engineering for aligned behavior
6,679,8,24,11,8,Reward Misspecification and Reward Hacking,,RLHF fine-tuning for aligned language models
24,525,8,8,16,8,Objective Misspecification and Misaligned Optimization,,Expand AI Safety Research Funding and Capacity
26,29,8,8,320,8,Misaligned AGI existential catastrophe,Elite-triggered global AI governance coordination,Expand AI Safety Research Funding and Capacity
22,899,8,6,8,8,Deceptive and Harmful Language Model Outputs,,PGD Adversarial Training for Robust Fine-Tuning
21,54,8,8,217,8,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
23,939,8,8,8,8,Engagement-Driven Recommendation Manipulates and Polarizes Users,,Expand AI Safety Research Funding and Capacity
9,284,8,35,32,8,Deployed AI Misalignment Causes Societal Harm,,Human-preference reward model fine-tuning
9,285,8,5,16,8,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment adversarial red-teaming and robustness testing
9,285,8,35,16,8,Deployed AI Misalignment Causes Societal Harm,,Human-preference reward model fine-tuning
35,1094,7,35,7,7,Advanced AI value misalignment risk,,Human-preference reward model fine-tuning
9,410,7,8,18,7,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
22,210,7,8,50,7,Deceptive and Harmful Language Model Outputs,,Expand AI Safety Research Funding and Capacity
34,216,7,11,7,7,Instrumental power-seeking by advanced AI agents,,Public AI risk outreach and educational dissemination
34,216,7,8,40,7,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
18,17,7,4,11,7,Catastrophic Superintelligent AI Misalignment,Global governance enables coordinated AI safety controls,Pre-deployment safety gates and controlled release
18,17,7,10,371,7,Catastrophic Superintelligent AI Misalignment,Global governance enables coordinated AI safety controls,Governed AI oversight and compliance regimes
35,352,7,8,24,7,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
35,1050,7,10,7,7,Advanced AI value misalignment risk,,Governed AI oversight and compliance regimes
2,636,7,6,7,7,AI arms race causing unsafe deployment,,PGD Adversarial Training for Robust Fine-Tuning
38,22,7,26,342,7,Catastrophic AGI Misalignment Risk,Preference learning and reward alignment mechanisms,Reward-guided RL fine-tuning with safety constraints
6,847,7,35,8,7,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
20,693,7,35,11,7,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
22,6,7,6,662,7,Deceptive and Harmful Language Model Outputs,Adversarial robustness through PGD training,PGD Adversarial Training for Robust Fine-Tuning
2,637,7,11,12,7,AI arms race causing unsafe deployment,,Public AI risk outreach and educational dissemination
38,87,7,27,157,7,Catastrophic AGI Misalignment Risk,,KL-Regularized RLHF Fine-Tuning
15,1092,7,8,7,7,Opaque AI decision-making undermines oversight and safety,,Expand AI Safety Research Funding and Capacity
16,1093,7,8,7,7,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
2,736,7,26,10,7,AI arms race causing unsafe deployment,,Reward-guided RL fine-tuning with safety constraints
0,764,7,22,9,7,Out-of-distribution generalization failure,,Deployment-time confidence filtering and rejection sampling
2,962,7,8,7,7,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
6,228,7,32,40,7,Reward Misspecification and Reward Hacking,,Attainable Utility Preservation reward penalty
20,692,7,35,11,7,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
22,958,7,35,7,7,Deceptive and Harmful Language Model Outputs,,Human-preference reward model fine-tuning
22,6,7,5,74,7,Deceptive and Harmful Language Model Outputs,Adversarial robustness through PGD training,Pre-deployment adversarial red-teaming and robustness testing
6,644,7,26,12,7,Reward Misspecification and Reward Hacking,,Reward-guided RL fine-tuning with safety constraints
21,199,7,8,47,7,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
38,80,7,35,165,7,Catastrophic AGI Misalignment Risk,,Human-preference reward model fine-tuning
38,96,7,23,147,7,Catastrophic AGI Misalignment Risk,,Human-aware predictive robot control and safety planning
6,370,7,35,23,7,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
32,368,7,8,21,7,AI shutdown resistance and control loss,,Expand AI Safety Research Funding and Capacity
6,755,7,8,10,7,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
20,68,7,5,182,7,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
34,1091,7,8,7,7,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
21,199,7,11,9,7,Catastrophic AI misalignment and loss of control,,Public AI risk outreach and educational dissemination
16,225,7,24,42,7,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
2,735,7,8,10,7,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
6,208,7,11,51,7,Reward Misspecification and Reward Hacking,,Public AI risk outreach and educational dissemination
22,6,7,22,10,7,Deceptive and Harmful Language Model Outputs,Adversarial robustness through PGD training,Deployment-time confidence filtering and rejection sampling
6,753,7,8,10,7,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
19,531,7,8,14,7,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
25,110,7,24,126,7,Misaligned Superintelligent AI Existential Risk,,RLHF fine-tuning for aligned language models
25,75,7,8,174,7,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
18,92,7,35,150,7,Catastrophic Superintelligent AI Misalignment,,Human-preference reward model fine-tuning
10,862,7,8,8,7,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
