risk_cid,risk_name,group_id,group_name,interv_cid,interv_name,n_triplet_paths
19,Misaligned AI takeover and human disempowerment,15,Detection and mitigation of reward mis-specification effects,19,Demonstration-Based Policy Pretraining,12
37,AI-driven labor displacement and socioeconomic instability,14,Alignment via human preference propagation,35,Human-preference reward model fine-tuning,12
1,Malicious misuse of frontier AI for large-scale harm,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,32,Attainable Utility Preservation reward penalty,12
25,Misaligned Superintelligent AI Existential Risk,18,Improved calibration of AI progress forecasts,38,Incentivized AI forecasting and prediction systems,12
10,Existential catastrophe from misaligned AI,2,Robust feature alignment through adversarial optimization,21,Formal Verification for Pre-Deployment AI Safety,12
0,Out-of-distribution generalization failure,20,Improved generalization via robust feature learning,0,Training-time regularization for robust generalization,12
8,Human-AI Coordination Failure in Shared Environments,12,Scaling AI Safety Research Capacity and Awareness,11,Public AI risk outreach and educational dissemination,12
9,Deployed AI Misalignment Causes Societal Harm,17,alignment of learned reward signals with human intent,35,Human-preference reward model fine-tuning,12
20,Deceptive alignment and hidden objectives,12,Scaling AI Safety Research Capacity and Awareness,5,Pre-deployment adversarial red-teaming and robustness testing,12
26,Misaligned AGI existential catastrophe,19,Mitigation of Spurious Feature Reliance,0,Training-time regularization for robust generalization,12
35,Advanced AI value misalignment risk,16,Robust policy optimization under reward uncertainty,24,RLHF fine-tuning for aligned language models,12
12,Catastrophic risks from misaligned advanced AI,15,Detection and mitigation of reward mis-specification effects,11,Public AI risk outreach and educational dissemination,12
7,Human extinction from misaligned superintelligent AI,8,exposing hidden model cognition through mechanistic analysis,8,Expand AI Safety Research Funding and Capacity,12
26,Misaligned AGI existential catastrophe,5,Enhanced model transparency enabling proactive vulnerability detection,1,Continuous anomaly monitoring and safety tripwires,12
4,Unsafe and Sample-Inefficient RL Exploration,15,Detection and mitigation of reward mis-specification effects,1,Continuous anomaly monitoring and safety tripwires,12
19,Misaligned AI takeover and human disempowerment,14,Alignment via human preference propagation,8,Expand AI Safety Research Funding and Capacity,12
18,Catastrophic Superintelligent AI Misalignment,5,Enhanced model transparency enabling proactive vulnerability detection,5,Pre-deployment adversarial red-teaming and robustness testing,12
18,Catastrophic Superintelligent AI Misalignment,14,Alignment via human preference propagation,27,KL-Regularized RLHF Fine-Tuning,12
4,Unsafe and Sample-Inefficient RL Exploration,15,Detection and mitigation of reward mis-specification effects,24,RLHF fine-tuning for aligned language models,12
4,Unsafe and Sample-Inefficient RL Exploration,8,exposing hidden model cognition through mechanistic analysis,37,ROME-based factual knowledge editing,12
4,Unsafe and Sample-Inefficient RL Exploration,15,Detection and mitigation of reward mis-specification effects,11,Public AI risk outreach and educational dissemination,12
4,Unsafe and Sample-Inefficient RL Exploration,15,Detection and mitigation of reward mis-specification effects,4,Pre-deployment safety gates and controlled release,12
4,Unsafe and Sample-Inefficient RL Exploration,16,Robust policy optimization under reward uncertainty,26,Reward-guided RL fine-tuning with safety constraints,12
2,AI arms race causing unsafe deployment,12,Scaling AI Safety Research Capacity and Awareness,4,Pre-deployment safety gates and controlled release,11
35,Advanced AI value misalignment risk,1,Systematic Identification of Hidden Model Vulnerabilities,5,Pre-deployment adversarial red-teaming and robustness testing,11
4,Unsafe and Sample-Inefficient RL Exploration,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,17,Runtime control and coordination modules,11
6,Reward Misspecification and Reward Hacking,14,Alignment via human preference propagation,22,Deployment-time confidence filtering and rejection sampling,11
4,Unsafe and Sample-Inefficient RL Exploration,8,exposing hidden model cognition through mechanistic analysis,15,Pre-deployment mechanistic interpretability audits,11
22,Deceptive and Harmful Language Model Outputs,8,exposing hidden model cognition through mechanistic analysis,15,Pre-deployment mechanistic interpretability audits,11
2,AI arms race causing unsafe deployment,8,exposing hidden model cognition through mechanistic analysis,15,Pre-deployment mechanistic interpretability audits,11
38,Catastrophic AGI Misalignment Risk,8,exposing hidden model cognition through mechanistic analysis,17,Runtime control and coordination modules,11
4,Unsafe and Sample-Inefficient RL Exploration,14,Alignment via human preference propagation,27,KL-Regularized RLHF Fine-Tuning,11
35,Advanced AI value misalignment risk,18,Improved calibration of AI progress forecasts,11,Public AI risk outreach and educational dissemination,11
6,Reward Misspecification and Reward Hacking,8,exposing hidden model cognition through mechanistic analysis,37,ROME-based factual knowledge editing,11
10,Existential catastrophe from misaligned AI,8,exposing hidden model cognition through mechanistic analysis,17,Runtime control and coordination modules,11
4,Unsafe and Sample-Inefficient RL Exploration,16,Robust policy optimization under reward uncertainty,2,MCTS-Guided RL Planning and Training,11
10,Existential catastrophe from misaligned AI,12,Scaling AI Safety Research Capacity and Awareness,28,International treaty banning autonomous weapons,11
21,Catastrophic AI misalignment and loss of control,9,Capability race incentives suppressing safety investments,4,Pre-deployment safety gates and controlled release,11
19,Misaligned AI takeover and human disempowerment,15,Detection and mitigation of reward mis-specification effects,5,Pre-deployment adversarial red-teaming and robustness testing,11
18,Catastrophic Superintelligent AI Misalignment,4,Aligned internal reasoning and goal representation,5,Pre-deployment adversarial red-teaming and robustness testing,11
6,Reward Misspecification and Reward Hacking,15,Detection and mitigation of reward mis-specification effects,26,Reward-guided RL fine-tuning with safety constraints,11
35,Advanced AI value misalignment risk,14,Alignment via human preference propagation,13,Multi-objective recommender ranking with safety penalties,11
6,Reward Misspecification and Reward Hacking,15,Detection and mitigation of reward mis-specification effects,32,Attainable Utility Preservation reward penalty,11
7,Human extinction from misaligned superintelligent AI,15,Detection and mitigation of reward mis-specification effects,11,Public AI risk outreach and educational dissemination,11
30,Existential catastrophe and human extinction risks,12,Scaling AI Safety Research Capacity and Awareness,24,RLHF fine-tuning for aligned language models,10
30,Existential catastrophe and human extinction risks,14,Alignment via human preference propagation,24,RLHF fine-tuning for aligned language models,10
35,Advanced AI value misalignment risk,14,Alignment via human preference propagation,15,Pre-deployment mechanistic interpretability audits,10
18,Catastrophic Superintelligent AI Misalignment,17,alignment of learned reward signals with human intent,19,Demonstration-Based Policy Pretraining,10
16,Insufficient AI safety research capacity,5,Enhanced model transparency enabling proactive vulnerability detection,5,Pre-deployment adversarial red-teaming and robustness testing,10
35,Advanced AI value misalignment risk,16,Robust policy optimization under reward uncertainty,26,Reward-guided RL fine-tuning with safety constraints,10
38,Catastrophic AGI Misalignment Risk,4,Aligned internal reasoning and goal representation,33,Deployment-time prompt engineering for aligned behavior,10
38,Catastrophic AGI Misalignment Risk,4,Aligned internal reasoning and goal representation,27,KL-Regularized RLHF Fine-Tuning,10
7,Human extinction from misaligned superintelligent AI,3,Centralized control of advanced AI compute resources,39,Export controls on advanced AI hardware,10
35,Advanced AI value misalignment risk,4,Aligned internal reasoning and goal representation,33,Deployment-time prompt engineering for aligned behavior,10
33,AI-driven personal data privacy breaches,5,Enhanced model transparency enabling proactive vulnerability detection,6,PGD Adversarial Training for Robust Fine-Tuning,10
35,Advanced AI value misalignment risk,4,Aligned internal reasoning and goal representation,27,KL-Regularized RLHF Fine-Tuning,10
19,Misaligned AI takeover and human disempowerment,17,alignment of learned reward signals with human intent,19,Demonstration-Based Policy Pretraining,10
4,Unsafe and Sample-Inefficient RL Exploration,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,10
22,Deceptive and Harmful Language Model Outputs,5,Enhanced model transparency enabling proactive vulnerability detection,22,Deployment-time confidence filtering and rejection sampling,10
18,Catastrophic Superintelligent AI Misalignment,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,23,Human-aware predictive robot control and safety planning,10
30,Existential catastrophe and human extinction risks,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,4,Pre-deployment safety gates and controlled release,10
16,Insufficient AI safety research capacity,9,Capability race incentives suppressing safety investments,4,Pre-deployment safety gates and controlled release,10
18,Catastrophic Superintelligent AI Misalignment,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,17,Runtime control and coordination modules,10
18,Catastrophic Superintelligent AI Misalignment,8,exposing hidden model cognition through mechanistic analysis,8,Expand AI Safety Research Funding and Capacity,10
12,Catastrophic risks from misaligned advanced AI,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,10
24,Objective Misspecification and Misaligned Optimization,12,Scaling AI Safety Research Capacity and Awareness,11,Public AI risk outreach and educational dissemination,10
25,Misaligned Superintelligent AI Existential Risk,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,10
15,Opaque AI decision-making undermines oversight and safety,8,exposing hidden model cognition through mechanistic analysis,9,Choose robust model architectures at design time,10
1,Malicious misuse of frontier AI for large-scale harm,12,Scaling AI Safety Research Capacity and Awareness,10,Governed AI oversight and compliance regimes,10
1,Malicious misuse of frontier AI for large-scale harm,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,10
17,Adversarial Image Classification Misclassification,14,Alignment via human preference propagation,24,RLHF fine-tuning for aligned language models,10
9,Deployed AI Misalignment Causes Societal Harm,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,10
6,Reward Misspecification and Reward Hacking,18,Improved calibration of AI progress forecasts,11,Public AI risk outreach and educational dissemination,10
18,Catastrophic Superintelligent AI Misalignment,17,alignment of learned reward signals with human intent,26,Reward-guided RL fine-tuning with safety constraints,10
6,Reward Misspecification and Reward Hacking,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,10
21,Catastrophic AI misalignment and loss of control,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,10
20,Deceptive alignment and hidden objectives,8,exposing hidden model cognition through mechanistic analysis,29,"Neuroscience validation platforms for cognition, emulation, and alignment research",10
35,Advanced AI value misalignment risk,17,alignment of learned reward signals with human intent,23,Human-aware predictive robot control and safety planning,10
20,Deceptive alignment and hidden objectives,14,Alignment via human preference propagation,15,Pre-deployment mechanistic interpretability audits,10
10,Existential catastrophe from misaligned AI,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,10
20,Deceptive alignment and hidden objectives,14,Alignment via human preference propagation,31,Human-AI collaboration tools for skill building,10
20,Deceptive alignment and hidden objectives,1,Systematic Identification of Hidden Model Vulnerabilities,15,Pre-deployment mechanistic interpretability audits,10
20,Deceptive alignment and hidden objectives,17,alignment of learned reward signals with human intent,26,Reward-guided RL fine-tuning with safety constraints,10
6,Reward Misspecification and Reward Hacking,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,17,Runtime control and coordination modules,10
15,Opaque AI decision-making undermines oversight and safety,5,Enhanced model transparency enabling proactive vulnerability detection,6,PGD Adversarial Training for Robust Fine-Tuning,9
15,Opaque AI decision-making undermines oversight and safety,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,9
9,Deployed AI Misalignment Causes Societal Harm,17,alignment of learned reward signals with human intent,8,Expand AI Safety Research Funding and Capacity,9
18,Catastrophic Superintelligent AI Misalignment,2,Robust feature alignment through adversarial optimization,6,PGD Adversarial Training for Robust Fine-Tuning,9
21,Catastrophic AI misalignment and loss of control,16,Robust policy optimization under reward uncertainty,5,Pre-deployment adversarial red-teaming and robustness testing,9
18,Catastrophic Superintelligent AI Misalignment,1,Systematic Identification of Hidden Model Vulnerabilities,1,Continuous anomaly monitoring and safety tripwires,9
9,Deployed AI Misalignment Causes Societal Harm,15,Detection and mitigation of reward mis-specification effects,32,Attainable Utility Preservation reward penalty,9
6,Reward Misspecification and Reward Hacking,16,Robust policy optimization under reward uncertainty,27,KL-Regularized RLHF Fine-Tuning,9
10,Existential catastrophe from misaligned AI,8,exposing hidden model cognition through mechanistic analysis,37,ROME-based factual knowledge editing,9
10,Existential catastrophe from misaligned AI,16,Robust policy optimization under reward uncertainty,2,MCTS-Guided RL Planning and Training,9
35,Advanced AI value misalignment risk,1,Systematic Identification of Hidden Model Vulnerabilities,15,Pre-deployment mechanistic interpretability audits,9
9,Deployed AI Misalignment Causes Societal Harm,15,Detection and mitigation of reward mis-specification effects,26,Reward-guided RL fine-tuning with safety constraints,9
6,Reward Misspecification and Reward Hacking,12,Scaling AI Safety Research Capacity and Awareness,1,Continuous anomaly monitoring and safety tripwires,9
15,Opaque AI decision-making undermines oversight and safety,2,Robust feature alignment through adversarial optimization,6,PGD Adversarial Training for Robust Fine-Tuning,9
15,Opaque AI decision-making undermines oversight and safety,20,Improved generalization via robust feature learning,0,Training-time regularization for robust generalization,9
38,Catastrophic AGI Misalignment Risk,12,Scaling AI Safety Research Capacity and Awareness,38,Incentivized AI forecasting and prediction systems,9
7,Human extinction from misaligned superintelligent AI,14,Alignment via human preference propagation,31,Human-AI collaboration tools for skill building,9
15,Opaque AI decision-making undermines oversight and safety,2,Robust feature alignment through adversarial optimization,5,Pre-deployment adversarial red-teaming and robustness testing,9
6,Reward Misspecification and Reward Hacking,14,Alignment via human preference propagation,13,Multi-objective recommender ranking with safety penalties,9
19,Misaligned AI takeover and human disempowerment,14,Alignment via human preference propagation,18,Critique-guided fine-tuning and human feedback,9
6,Reward Misspecification and Reward Hacking,2,Robust feature alignment through adversarial optimization,36,Robustness-Oriented Training Data Augmentation,9
11,Misforecasted AI Timelines Undermining Safety Preparedness,12,Scaling AI Safety Research Capacity and Awareness,8,Expand AI Safety Research Funding and Capacity,9
25,Misaligned Superintelligent AI Existential Risk,1,Systematic Identification of Hidden Model Vulnerabilities,1,Continuous anomaly monitoring and safety tripwires,8
18,Catastrophic Superintelligent AI Misalignment,4,Aligned internal reasoning and goal representation,33,Deployment-time prompt engineering for aligned behavior,8
12,Catastrophic risks from misaligned advanced AI,8,exposing hidden model cognition through mechanistic analysis,15,Pre-deployment mechanistic interpretability audits,8
7,Human extinction from misaligned superintelligent AI,15,Detection and mitigation of reward mis-specification effects,35,Human-preference reward model fine-tuning,8
18,Catastrophic Superintelligent AI Misalignment,4,Aligned internal reasoning and goal representation,27,KL-Regularized RLHF Fine-Tuning,8
9,Deployed AI Misalignment Causes Societal Harm,19,Mitigation of Spurious Feature Reliance,0,Training-time regularization for robust generalization,8
10,Existential catastrophe from misaligned AI,14,Alignment via human preference propagation,10,Governed AI oversight and compliance regimes,8
18,Catastrophic Superintelligent AI Misalignment,2,Robust feature alignment through adversarial optimization,26,Reward-guided RL fine-tuning with safety constraints,8
20,Deceptive alignment and hidden objectives,5,Enhanced model transparency enabling proactive vulnerability detection,4,Pre-deployment safety gates and controlled release,8
15,Opaque AI decision-making undermines oversight and safety,8,exposing hidden model cognition through mechanistic analysis,8,Expand AI Safety Research Funding and Capacity,8
26,Misaligned AGI existential catastrophe,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,8
6,Reward Misspecification and Reward Hacking,4,Aligned internal reasoning and goal representation,5,Pre-deployment adversarial red-teaming and robustness testing,8
35,Advanced AI value misalignment risk,15,Detection and mitigation of reward mis-specification effects,35,Human-preference reward model fine-tuning,8
17,Adversarial Image Classification Misclassification,15,Detection and mitigation of reward mis-specification effects,35,Human-preference reward model fine-tuning,8
35,Advanced AI value misalignment risk,16,Robust policy optimization under reward uncertainty,27,KL-Regularized RLHF Fine-Tuning,8
9,Deployed AI Misalignment Causes Societal Harm,8,exposing hidden model cognition through mechanistic analysis,8,Expand AI Safety Research Funding and Capacity,8
17,Adversarial Image Classification Misclassification,14,Alignment via human preference propagation,35,Human-preference reward model fine-tuning,8
27,Uncontrolled Recursive Self-Improvement Explosion,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,4,Pre-deployment safety gates and controlled release,8
21,Catastrophic AI misalignment and loss of control,9,Capability race incentives suppressing safety investments,19,Demonstration-Based Policy Pretraining,8
9,Deployed AI Misalignment Causes Societal Harm,9,Capability race incentives suppressing safety investments,26,Reward-guided RL fine-tuning with safety constraints,8
23,Engagement-Driven Recommendation Manipulates and Polarizes Users,12,Scaling AI Safety Research Capacity and Awareness,8,Expand AI Safety Research Funding and Capacity,8
21,Catastrophic AI misalignment and loss of control,9,Capability race incentives suppressing safety investments,26,Reward-guided RL fine-tuning with safety constraints,8
4,Unsafe and Sample-Inefficient RL Exploration,17,alignment of learned reward signals with human intent,20,Uniform Experience Replay for RL Training,8
9,Deployed AI Misalignment Causes Societal Harm,14,Alignment via human preference propagation,27,KL-Regularized RLHF Fine-Tuning,8
6,Reward Misspecification and Reward Hacking,4,Aligned internal reasoning and goal representation,27,KL-Regularized RLHF Fine-Tuning,8
6,Reward Misspecification and Reward Hacking,4,Aligned internal reasoning and goal representation,33,Deployment-time prompt engineering for aligned behavior,8
6,Reward Misspecification and Reward Hacking,17,alignment of learned reward signals with human intent,29,"Neuroscience validation platforms for cognition, emulation, and alignment research",8
7,Human extinction from misaligned superintelligent AI,4,Aligned internal reasoning and goal representation,27,KL-Regularized RLHF Fine-Tuning,8
9,Deployed AI Misalignment Causes Societal Harm,12,Scaling AI Safety Research Capacity and Awareness,35,Human-preference reward model fine-tuning,8
6,Reward Misspecification and Reward Hacking,19,Mitigation of Spurious Feature Reliance,0,Training-time regularization for robust generalization,8
37,AI-driven labor displacement and socioeconomic instability,2,Robust feature alignment through adversarial optimization,6,PGD Adversarial Training for Robust Fine-Tuning,8
19,Misaligned AI takeover and human disempowerment,9,Capability race incentives suppressing safety investments,4,Pre-deployment safety gates and controlled release,8
19,Misaligned AI takeover and human disempowerment,2,Robust feature alignment through adversarial optimization,23,Human-aware predictive robot control and safety planning,8
7,Human extinction from misaligned superintelligent AI,4,Aligned internal reasoning and goal representation,33,Deployment-time prompt engineering for aligned behavior,8
20,Deceptive alignment and hidden objectives,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,8
4,Unsafe and Sample-Inefficient RL Exploration,9,Capability race incentives suppressing safety investments,32,Attainable Utility Preservation reward penalty,8
4,Unsafe and Sample-Inefficient RL Exploration,9,Capability race incentives suppressing safety investments,26,Reward-guided RL fine-tuning with safety constraints,8
17,Adversarial Image Classification Misclassification,8,exposing hidden model cognition through mechanistic analysis,15,Pre-deployment mechanistic interpretability audits,8
21,Catastrophic AI misalignment and loss of control,9,Capability race incentives suppressing safety investments,32,Attainable Utility Preservation reward penalty,8
21,Catastrophic AI misalignment and loss of control,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,26,Reward-guided RL fine-tuning with safety constraints,8
12,Catastrophic risks from misaligned advanced AI,1,Systematic Identification of Hidden Model Vulnerabilities,21,Formal Verification for Pre-Deployment AI Safety,8
22,Deceptive and Harmful Language Model Outputs,8,exposing hidden model cognition through mechanistic analysis,24,RLHF fine-tuning for aligned language models,8
21,Catastrophic AI misalignment and loss of control,9,Capability race incentives suppressing safety investments,35,Human-preference reward model fine-tuning,8
2,AI arms race causing unsafe deployment,17,alignment of learned reward signals with human intent,26,Reward-guided RL fine-tuning with safety constraints,8
16,Insufficient AI safety research capacity,17,alignment of learned reward signals with human intent,8,Expand AI Safety Research Funding and Capacity,8
6,Reward Misspecification and Reward Hacking,8,exposing hidden model cognition through mechanistic analysis,25,Explainable decision support with uncertainty and counterfactuals,8
9,Deployed AI Misalignment Causes Societal Harm,9,Capability race incentives suppressing safety investments,32,Attainable Utility Preservation reward penalty,8
35,Advanced AI value misalignment risk,8,exposing hidden model cognition through mechanistic analysis,25,Explainable decision support with uncertainty and counterfactuals,8
17,Adversarial Image Classification Misclassification,8,exposing hidden model cognition through mechanistic analysis,8,Expand AI Safety Research Funding and Capacity,8
38,Catastrophic AGI Misalignment Risk,1,Systematic Identification of Hidden Model Vulnerabilities,5,Pre-deployment adversarial red-teaming and robustness testing,7
38,Catastrophic AGI Misalignment Risk,14,Alignment via human preference propagation,27,KL-Regularized RLHF Fine-Tuning,7
38,Catastrophic AGI Misalignment Risk,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,23,Human-aware predictive robot control and safety planning,7
35,Advanced AI value misalignment risk,14,Alignment via human preference propagation,2,MCTS-Guided RL Planning and Training,7
38,Catastrophic AGI Misalignment Risk,17,alignment of learned reward signals with human intent,26,Reward-guided RL fine-tuning with safety constraints,7
6,Reward Misspecification and Reward Hacking,12,Scaling AI Safety Research Capacity and Awareness,38,Incentivized AI forecasting and prediction systems,7
22,Deceptive and Harmful Language Model Outputs,2,Robust feature alignment through adversarial optimization,5,Pre-deployment adversarial red-teaming and robustness testing,7
2,AI arms race causing unsafe deployment,4,Aligned internal reasoning and goal representation,27,KL-Regularized RLHF Fine-Tuning,7
2,AI arms race causing unsafe deployment,2,Robust feature alignment through adversarial optimization,26,Reward-guided RL fine-tuning with safety constraints,7
9,Deployed AI Misalignment Causes Societal Harm,15,Detection and mitigation of reward mis-specification effects,1,Continuous anomaly monitoring and safety tripwires,7
12,Catastrophic risks from misaligned advanced AI,12,Scaling AI Safety Research Capacity and Awareness,5,Pre-deployment adversarial red-teaming and robustness testing,7
6,Reward Misspecification and Reward Hacking,15,Detection and mitigation of reward mis-specification effects,11,Public AI risk outreach and educational dissemination,7
6,Reward Misspecification and Reward Hacking,17,alignment of learned reward signals with human intent,19,Demonstration-Based Policy Pretraining,7
6,Reward Misspecification and Reward Hacking,17,alignment of learned reward signals with human intent,23,Human-aware predictive robot control and safety planning,7
10,Existential catastrophe from misaligned AI,2,Robust feature alignment through adversarial optimization,15,Pre-deployment mechanistic interpretability audits,7
20,Deceptive alignment and hidden objectives,4,Aligned internal reasoning and goal representation,5,Pre-deployment adversarial red-teaming and robustness testing,7
10,Existential catastrophe from misaligned AI,20,Improved generalization via robust feature learning,0,Training-time regularization for robust generalization,7
2,AI arms race causing unsafe deployment,4,Aligned internal reasoning and goal representation,33,Deployment-time prompt engineering for aligned behavior,7
22,Deceptive and Harmful Language Model Outputs,2,Robust feature alignment through adversarial optimization,22,Deployment-time confidence filtering and rejection sampling,7
18,Catastrophic Superintelligent AI Misalignment,17,alignment of learned reward signals with human intent,35,Human-preference reward model fine-tuning,7
10,Existential catastrophe from misaligned AI,5,Enhanced model transparency enabling proactive vulnerability detection,6,PGD Adversarial Training for Robust Fine-Tuning,7
10,Existential catastrophe from misaligned AI,18,Improved calibration of AI progress forecasts,8,Expand AI Safety Research Funding and Capacity,7
12,Catastrophic risks from misaligned advanced AI,20,Improved generalization via robust feature learning,0,Training-time regularization for robust generalization,6
15,Opaque AI decision-making undermines oversight and safety,2,Robust feature alignment through adversarial optimization,15,Pre-deployment mechanistic interpretability audits,6
6,Reward Misspecification and Reward Hacking,12,Scaling AI Safety Research Capacity and Awareness,5,Pre-deployment adversarial red-teaming and robustness testing,6
26,Misaligned AGI existential catastrophe,17,alignment of learned reward signals with human intent,35,Human-preference reward model fine-tuning,6
9,Deployed AI Misalignment Causes Societal Harm,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,4,Pre-deployment safety gates and controlled release,6
6,Reward Misspecification and Reward Hacking,15,Detection and mitigation of reward mis-specification effects,4,Pre-deployment safety gates and controlled release,6
9,Deployed AI Misalignment Causes Societal Harm,4,Aligned internal reasoning and goal representation,27,KL-Regularized RLHF Fine-Tuning,6
6,Reward Misspecification and Reward Hacking,14,Alignment via human preference propagation,19,Demonstration-Based Policy Pretraining,6
9,Deployed AI Misalignment Causes Societal Harm,3,Centralized control of advanced AI compute resources,39,Export controls on advanced AI hardware,6
26,Misaligned AGI existential catastrophe,15,Detection and mitigation of reward mis-specification effects,4,Pre-deployment safety gates and controlled release,6
6,Reward Misspecification and Reward Hacking,13,Mitigation of reward mis-specification through robust feedback alignment,26,Reward-guided RL fine-tuning with safety constraints,6
26,Misaligned AGI existential catastrophe,15,Detection and mitigation of reward mis-specification effects,8,Expand AI Safety Research Funding and Capacity,6
6,Reward Misspecification and Reward Hacking,14,Alignment via human preference propagation,1,Continuous anomaly monitoring and safety tripwires,6
6,Reward Misspecification and Reward Hacking,15,Detection and mitigation of reward mis-specification effects,8,Expand AI Safety Research Funding and Capacity,6
12,Catastrophic risks from misaligned advanced AI,15,Detection and mitigation of reward mis-specification effects,35,Human-preference reward model fine-tuning,6
12,Catastrophic risks from misaligned advanced AI,15,Detection and mitigation of reward mis-specification effects,5,Pre-deployment adversarial red-teaming and robustness testing,6
26,Misaligned AGI existential catastrophe,14,Alignment via human preference propagation,19,Demonstration-Based Policy Pretraining,6
12,Catastrophic risks from misaligned advanced AI,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,4,Pre-deployment safety gates and controlled release,6
12,Catastrophic risks from misaligned advanced AI,8,exposing hidden model cognition through mechanistic analysis,25,Explainable decision support with uncertainty and counterfactuals,6
6,Reward Misspecification and Reward Hacking,16,Robust policy optimization under reward uncertainty,13,Multi-objective recommender ranking with safety penalties,6
11,Misforecasted AI Timelines Undermining Safety Preparedness,1,Systematic Identification of Hidden Model Vulnerabilities,11,Public AI risk outreach and educational dissemination,6
10,Existential catastrophe from misaligned AI,5,Enhanced model transparency enabling proactive vulnerability detection,4,Pre-deployment safety gates and controlled release,6
10,Existential catastrophe from misaligned AI,15,Detection and mitigation of reward mis-specification effects,8,Expand AI Safety Research Funding and Capacity,6
32,AI shutdown resistance and control loss,12,Scaling AI Safety Research Capacity and Awareness,11,Public AI risk outreach and educational dissemination,6
7,Human extinction from misaligned superintelligent AI,5,Enhanced model transparency enabling proactive vulnerability detection,12,Pre-deployment bias auditing and fairness mitigation,6
9,Deployed AI Misalignment Causes Societal Harm,1,Systematic Identification of Hidden Model Vulnerabilities,21,Formal Verification for Pre-Deployment AI Safety,6
10,Existential catastrophe from misaligned AI,14,Alignment via human preference propagation,19,Demonstration-Based Policy Pretraining,6
8,Human-AI Coordination Failure in Shared Environments,14,Alignment via human preference propagation,24,RLHF fine-tuning for aligned language models,6
33,AI-driven personal data privacy breaches,12,Scaling AI Safety Research Capacity and Awareness,10,Governed AI oversight and compliance regimes,6
6,Reward Misspecification and Reward Hacking,7,Aggregated human-aligned iterative model refinement,18,Critique-guided fine-tuning and human feedback,6
34,Instrumental power-seeking by advanced AI agents,15,Detection and mitigation of reward mis-specification effects,19,Demonstration-Based Policy Pretraining,6
37,AI-driven labor displacement and socioeconomic instability,14,Alignment via human preference propagation,24,RLHF fine-tuning for aligned language models,6
9,Deployed AI Misalignment Causes Societal Harm,10,Preservation of Attainable Utility to Limit Unsafe Agent Influence,23,Human-aware predictive robot control and safety planning,6
0,Out-of-distribution generalization failure,15,Detection and mitigation of reward mis-specification effects,35,Human-preference reward model fine-tuning,6
20,Deceptive alignment and hidden objectives,16,Robust policy optimization under reward uncertainty,24,RLHF fine-tuning for aligned language models,6
26,Misaligned AGI existential catastrophe,1,Systematic Identification of Hidden Model Vulnerabilities,15,Pre-deployment mechanistic interpretability audits,6
0,Out-of-distribution generalization failure,15,Detection and mitigation of reward mis-specification effects,5,Pre-deployment adversarial red-teaming and robustness testing,6
0,Out-of-distribution generalization failure,14,Alignment via human preference propagation,35,Human-preference reward model fine-tuning,6
21,Catastrophic AI misalignment and loss of control,14,Alignment via human preference propagation,19,Demonstration-Based Policy Pretraining,6
22,Deceptive and Harmful Language Model Outputs,5,Enhanced model transparency enabling proactive vulnerability detection,5,Pre-deployment adversarial red-teaming and robustness testing,6
0,Out-of-distribution generalization failure,8,exposing hidden model cognition through mechanistic analysis,15,Pre-deployment mechanistic interpretability audits,6
26,Misaligned AGI existential catastrophe,14,Alignment via human preference propagation,8,Expand AI Safety Research Funding and Capacity,6
25,Misaligned Superintelligent AI Existential Risk,15,Detection and mitigation of reward mis-specification effects,8,Expand AI Safety Research Funding and Capacity,6
22,Deceptive and Harmful Language Model Outputs,12,Scaling AI Safety Research Capacity and Awareness,4,Pre-deployment safety gates and controlled release,6
25,Misaligned Superintelligent AI Existential Risk,15,Detection and mitigation of reward mis-specification effects,4,Pre-deployment safety gates and controlled release,6
